chengshi,yijiquyu,fangzu,huxing,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,min_time_gaoxiao,count_gaoxiao,min_time_yiyuan,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,min_time_xiuxian,count_xiuxian
宜昌,伍家岗,2800,4室2厅2卫,南北,简单装修,低层/共11层,292,949,0,1433,0,10000,0,369,2,623,2,825,1,825,1
宜昌,伍家岗,4500,5室0厅2卫,南,精装修,低层/共18层,990,1819,0,10000,0,10000,0,10000,0,883,1,1038,0,1313,0
宜昌,伍家岗,2000,2室1厅1卫,南,精装修,高层/共30层,24,1701,0,10000,0,10000,0,10000,0,1543,0,1437,0,10000,0
宜昌,伍家岗,2800,3室2厅1卫,南,精装修,中层/共10层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,2500,3室2厅2卫,南,精装修,中层/共7层,139,916,0,1086,0,1210,0,780,1,668,3,668,1,1040,0
宜昌,伍家岗,1000,1室0厅1卫,南,精装修,中层/共20层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2899,2室2厅1卫,南,精装修,中层/共30层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1300,1室1厅1卫,南北,精装修,高层/共30层,24,1701,0,10000,0,10000,0,10000,0,1543,0,1437,0,10000,0
宜昌,伍家岗,1799,1室1厅1卫,南北,精装修,中层/共11层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1750,2室1厅1卫,南北,精装修,低层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,1300,2室2厅1卫,南,简单装修,低层/共7层,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0
宜昌,伍家岗,2000,1室1厅1卫,南北,精装修,高层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1999,1室1厅1卫,南北,精装修,中层/共31层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2000,2室2厅1卫,南北,精装修,中层/共28层,24,1701,0,10000,0,10000,0,10000,0,1543,0,1437,0,10000,0
宜昌,伍家岗,4200,5室3厅3卫,南北,精装修,高层/共7层,292,949,0,1433,0,10000,0,369,2,623,2,825,1,825,1
宜昌,伍家岗,1800,1室1厅1卫,南,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,低层/共28层,990,1819,0,10000,0,10000,0,10000,0,883,1,1038,0,1313,0
宜昌,伍家岗,3200,2室2厅1卫,南北,精装修,高层/共33层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2200,2室1厅1卫,南北,精装修,中层/共6层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,2399,1室1厅1卫,南北,豪华装修,低层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室1厅1卫,南,简单装修,低层/共7层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,2200,3室2厅1卫,南,简单装修,中层/共6层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,3800,3室2厅2卫,南北,豪华装修,高层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1900,2室1厅1卫,南北,简单装修,中层/共8层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室0厅1卫,南,精装修,中层/共32层,145,622,4,822,2,412,4,207,5,463,6,79,8,574,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,中层/共12层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,2999,2室2厅1卫,南北,精装修,高层/共30层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,4000,2室2厅1卫,南北,豪华装修,中层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1600,2室2厅1卫,南,精装修,高层/共6层,187,744,1,819,1,10000,0,422,5,567,1,457,5,686,2
宜昌,伍家岗,1000,2室1厅1卫,东,简单装修,低层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,2500,3室2厅2卫,南北,精装修,中层/共30层,990,1819,0,10000,0,10000,0,10000,0,883,1,1038,0,1313,0
宜昌,伍家岗,2500,3室2厅2卫,南,精装修,低层/共6层,292,949,0,1433,0,10000,0,369,2,623,2,825,1,825,1
宜昌,伍家岗,950,1室1厅1卫,南北,精装修,低层/共21层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,4500,3室2厅2卫,南,豪华装修,高层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1799,1室1厅1卫,南,精装修,高层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2000,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,800,1室0厅1卫,南,精装修,低层/共28层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,1000,2室2厅1卫,南,简单装修,低层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,1700,2室2厅1卫,南北,精装修,中层/共8层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,3600,2室2厅1卫,南,精装修,中层/共19层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,1700,1室1厅1卫,南北,精装修,中层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2499,1室1厅1卫,南北,豪华装修,高层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2800,3室2厅1卫,南北,精装修,高层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,6000,2室1厅1卫,南北,精装修,高层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2800,2室2厅1卫,南北,精装修,中层/共12层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1800,1室1厅1卫,南北,简单装修,中层/共17层,172,386,2,526,1,1115,0,840,1,738,4,304,4,510,1
宜昌,伍家岗,4200,3室2厅2卫,南,精装修,中层/共31层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2800,3室2厅1卫,南北,精装修,高层/共10层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,1550,1室1厅1卫,南北,精装修,高层/共31层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1000,1室0厅1卫,东,精装修,中层/共28层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2000,1室1厅1卫,南北,精装修,低层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,西陵,1300,3室1厅1卫,南,简单装修,低层/共8层,431,1175,0,1286,0,10000,0,10000,0,934,0,720,2,10000,0
宜昌,伍家岗,2000,1室1厅1卫,南,精装修,中层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1600,1室1厅1卫,南北,精装修,低层/共7层,178,916,0,1008,0,1132,0,702,1,512,2,512,1,1049,0
宜昌,伍家岗,1700,1室1厅1卫,南,精装修,高层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1899,1室1厅1卫,南北,精装修,中层/共33层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2500,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2700,3室2厅2卫,南,精装修,低层/共7层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1600,1室0厅1卫,南北,精装修,低层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,6000,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,4600,4室2厅2卫,南,精装修,中层/共19层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2100,1室1厅1卫,南,精装修,中层/共25层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2800,2室2厅1卫,南北,精装修,中层/共32层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,5500,3室2厅1卫,南北,精装修,中层/共25层,145,622,4,822,2,412,4,207,5,463,6,79,8,574,1
宜昌,伍家岗,2600,2室2厅1卫,东,精装修,高层/共13层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,1300,2室2厅1卫,南,简单装修,高层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,3500,3室2厅1卫,南北,精装修,中层/共6层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,2500,1室1厅1卫,南,豪华装修,高层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1500,1室1厅1卫,南北,精装修,低层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2500,1室1厅1卫,南北,精装修,中层/共26层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3000,2室2厅1卫,南,精装修,中层/共30层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,5000,3室2厅2卫,南北,豪华装修,中层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室0厅1卫,南北,精装修,中层/共30层,990,1819,0,10000,0,10000,0,10000,0,883,1,1038,0,1313,0
宜昌,伍家岗,2499,1室1厅1卫,南北,精装修,低层/共31层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,900,1室1厅1卫,南北,精装修,低层/共18层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,2500,3室2厅2卫,东,精装修,高层/共7层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,800,1室0厅1卫,东,精装修,中层/共7层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,2200,1室1厅1卫,南北,精装修,高层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1500,3室1厅1卫,南北,简单装修,低层/共7层,233,664,4,404,4,689,4,97,3,316,11,214,5,919,0
宜昌,伍家岗,1200,2室1厅1卫,南北,简单装修,高层/共6层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,2399,3室2厅2卫,南北,精装修,中层/共24层,292,949,0,1433,0,10000,0,369,2,623,2,825,1,825,1
宜昌,伍家岗,1499,1室0厅1卫,南,精装修,高层/共25层,145,622,4,822,2,412,4,207,5,463,6,79,8,574,1
宜昌,伍家岗,1700,1室1厅1卫,南,精装修,中层/共22层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,3000,2室1厅1卫,南,精装修,中层/共29层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1800,1室1厅1卫,南北,精装修,中层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,4500,1室1厅1卫,南北,豪华装修,高层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1400,3室1厅1卫,南北,精装修,低层/共8层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3600,4室2厅2卫,南北,精装修,中层/共32层,172,386,2,526,1,1115,0,840,1,738,4,304,4,510,1
宜昌,伍家岗,1500,2室2厅1卫,南北,精装修,中层/共32层,209,1651,0,564,1,10000,0,1646,0,2546,0,1496,0,1588,0
宜昌,伍家岗,5000,3室2厅2卫,南,精装修,低层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2000,2室2厅1卫,南北,精装修,中层/共32层,24,1701,0,10000,0,10000,0,10000,0,1543,0,1437,0,10000,0
宜昌,伍家岗,1800,1室1厅1卫,东,精装修,高层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1000,2室2厅1卫,南,简单装修,低层/共7层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1950,1室1厅1卫,南,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1300,1室0厅1卫,南北,精装修,中层/共12层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1100,2室2厅1卫,南北,精装修,中层/共7层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2500,3室2厅1卫,南北,精装修,低层/共12层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,1799,1室1厅1卫,南,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2600,3室2厅2卫,南北,精装修,低层/共30层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,2500,1室1厅1卫,南北,精装修,高层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,500,1室1厅1卫,南,精装修,中层/共7层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,1000,2室1厅1卫,南北,简单装修,高层/共8层,176,627,2,510,6,1266,0,451,1,246,8,115,16,309,4
宜昌,伍家岗,4000,3室2厅1卫,南北,豪华装修,中层/共7层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,2600,3室2厅2卫,南,精装修,中层/共7层,139,916,0,1086,0,1210,0,780,1,668,3,668,1,1040,0
宜昌,伍家岗,11500,5室0厅0卫,南,精装修,中层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,低层/共16层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2000,1室1厅1卫,南,精装修,低层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2500,2室1厅1卫,南北,精装修,中层/共19层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,1700,1室1厅1卫,南北,精装修,中层/共22层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,800,1室0厅1卫,南,精装修,低层/共28层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,700,1室0厅1卫,东,精装修,高层/共11层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,2000,1室0厅1卫,南北,豪华装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2600,2室2厅1卫,南北,精装修,中层/共32层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,2500,3室2厅1卫,南北,精装修,中层/共11层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,1700,3室2厅1卫,南,精装修,高层/共7层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,1700,3室2厅1卫,南,精装修,低层/共12层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,1200,2室1厅1卫,东,精装修,中层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,750,1室1厅1卫,南北,简单装修,中层/共12层,292,949,0,1433,0,10000,0,369,2,623,2,825,1,825,1
宜昌,西陵,2500,2室2厅2卫,南,精装修,低层/共11层,264,259,6,584,4,10000,0,1086,0,873,1,1100,0,1125,0
宜昌,伍家岗,3500,3室2厅2卫,南北,豪华装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,4000,3室2厅2卫,南,简单装修,高层/共29层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2499,1室1厅1卫,南,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2100,1室1厅1卫,东,简单装修,低层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,750,1室0厅1卫,南北,精装修,低层/共32层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,1000,2室1厅1卫,南,简单装修,中层/共7层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2499,3室2厅1卫,南,精装修,中层/共30层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,2600,1室1厅1卫,南北,精装修,中层/共24层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3000,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2100,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1000,1室1厅1卫,南北,精装修,中层/共28层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,5000,3室2厅2卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1500,2室1厅1卫,南,简单装修,高层/共9层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,800,1室0厅1卫,东,精装修,中层/共7层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1300,2室2厅1卫,南,简单装修,中层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,2799,2室2厅1卫,南,精装修,中层/共30层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,3000,2室2厅1卫,南,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,3200,3室2厅2卫,南,精装修,高层/共11层,172,386,2,526,1,1115,0,840,1,738,4,304,4,510,1
宜昌,伍家岗,800,1室0厅1卫,南北,精装修,中层/共21层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,1300,2室1厅1卫,南北,简单装修,中层/共7层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,2500,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2300,3室2厅2卫,南北,精装修,中层/共7层,139,916,0,1086,0,1210,0,780,1,668,3,668,1,1040,0
宜昌,伍家岗,800,1室0厅1卫,南,精装修,高层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3300,3室2厅2卫,南北,精装修,高层/共6层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,2800,2室1厅1卫,南,精装修,低层/共30层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,1500,1室1厅1卫,南,精装修,低层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3000,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,7000,7室3厅1卫,南北,简单装修,中层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1800,2室2厅1卫,南北,精装修,中层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,1400,4室2厅2卫,南,精装修,高层/共7层,178,916,0,1008,0,1132,0,702,1,512,2,512,1,1049,0
宜昌,伍家岗,5500,3室2厅1卫,南,精装修,中层/共24层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2500,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,850,1室0厅1卫,东,精装修,低层/共7层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1800,2室2厅1卫,南北,精装修,中层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,2200,2室2厅1卫,南北,精装修,高层/共12层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,600,1室0厅1卫,南北,简单装修,低层/共7层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,1899,1室1厅1卫,南,精装修,中层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,900,1室1厅1卫,南北,精装修,低层/共6层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,4500,3室2厅2卫,南北,精装修,高层/共28层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,3200,2室2厅1卫,南北,精装修,高层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2500,3室2厅2卫,南北,精装修,中层/共16层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,3000,2室2厅1卫,南,简单装修,高层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,2500,3室2厅1卫,南北,精装修,中层/共12层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,24000,5室2厅1卫,南,精装修,中层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1350,1室1厅1卫,南,精装修,高层/共6层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2800,1室1厅1卫,西南,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,4000,3室2厅2卫,南北,豪华装修,低层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,3000,2室1厅1卫,南北,精装修,低层/共30层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,高层/共32层,248,984,0,806,1,10000,0,10000,0,325,1,847,2,1096,0
宜昌,伍家岗,1700,1室1厅1卫,南北,精装修,中层/共33层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,4200,3室2厅2卫,南北,精装修,高层/共25层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1300,2室1厅1卫,南北,精装修,低层/共12层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,7000,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2500,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,18000,4室2厅2卫,南北,毛坯,高层/共26层,134,415,3,265,3,1101,0,731,1,327,10,378,5,572,1
宜昌,伍家岗,2500,3室2厅1卫,南,精装修,中层/共18层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,2800,2室2厅1卫,南北,精装修,中层/共32层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1600,2室2厅1卫,南北,简单装修,中层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,800,1室0厅1卫,东,简单装修,低层/共7层,220,473,5,552,2,477,4,283,5,538,4,204,8,649,1
宜昌,伍家岗,1100,1室1厅1卫,南北,精装修,中层/共17层,387,2497,0,10000,0,10000,0,10000,0,641,1,646,4,559,1
宜昌,伍家岗,1800,1室1厅1卫,东西,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,低层/共30层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1200,1室1厅1卫,西南,精装修,高层/共30层,24,1701,0,10000,0,10000,0,10000,0,1543,0,1437,0,10000,0
宜昌,伍家岗,3800,3室2厅2卫,南北,精装修,中层/共12层,301,391,2,565,1,492,1,359,4,416,4,297,5,343,1
宜昌,伍家岗,1900,2室2厅1卫,南北,精装修,高层/共7层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,2500,2室1厅1卫,西北,精装修,中层/共29层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,1000,2室2厅1卫,南,简单装修,低层/共7层,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1
宜昌,伍家岗,1500,1室1厅1卫,南北,精装修,中层/共20层,291,381,2,555,1,482,1,349,4,406,4,287,5,333,1
宜昌,伍家岗,1200,1室1厅1卫,南北,精装修,低层/共9层,171,253,2,393,1,967,0,697,3,605,4,170,5,368,1
宜昌,伍家岗,2000,1室1厅1卫,南北,精装修,中层/共32层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,9000,5室2厅2卫,南,精装修,中层/共20层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2500,1室1厅1卫,南北,豪华装修,高层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,700,1室1卫,南北,简单装修,低层/共30层,209,1651,0,564,1,10000,0,1646,0,2546,0,1496,0,1588,0
宜昌,伍家岗,2700,3室2厅2卫,南北,精装修,中层/共26层,272,482,5,560,2,486,4,335,5,590,4,256,7,701,1
宜昌,伍家岗,30000,9室1厅1卫,东南,精装修,低层/共26层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2400,2室2厅1卫,南北,精装修,中层/共7层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3500,3室2厅2卫,北,精装修,低层/共7层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,2500,1室0厅1卫,南北,精装修,高层/共28层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,2200,1室1厅1卫,南北,精装修,低层/共29层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,1299,1室1厅1卫,南北,精装修,低层/共6层,55,244,4,360,2,564,2,850,1,385,7,443,3,421,1
宜昌,伍家岗,780,1室1厅1卫,南北,精装修,中层/共30层,990,1819,0,10000,0,10000,0,10000,0,883,1,1038,0,1313,0
宜昌,伍家岗,4500,1室1厅1卫,南北,精装修,中层/共30层,180,217,2,391,1,657,1,373,4,337,5,45,6,0,1
宜昌,伍家岗,3400,2室2厅1卫,西北,精装修,高层/共25层,153,621,2,901,0,463,1,203,5,320,5,341,8,551,1
宜昌,伍家岗,600,1室1厅1卫,南,简单装修,低层/共7层,145,622,4,822,2,412,4,207,5,463,6,79,8,574,1
