chengshi,yijiquyu,fangzu,mianji,huxing,chaoxiang,zhuangxiu,louceng,xiaoqumingcheng,bd_lat,bd_lon,wgs_lat,wgs_lon,gcj_lon,gcj_lat,amaplonlat
宜昌,伍家岗,2300,105㎡,2室2厅2卫,南北,精装修,高层/共23层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2500,84㎡,2室2厅1卫,南,精装修,高层/共25层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2300,128㎡,3室2厅1卫,南,精装修,高层/共12层,滨江新天地,30.694292078698485,111.30255848966871,30.69105132505344,111.29030619876873,111.29598758137165,30.688624176677372,"111.29598758137165,30.688624176677372"
宜昌,伍家岗,1200,35㎡,1室1厅1卫,南北,精装修,中层/共33层,山水华庭,30.655013837398315,111.35734596306116,30.651060339095924,111.3450881090439,111.3509170582451,30.648714539679894,"111.3509170582451,30.648714539679894"
宜昌,伍家岗,4000,151㎡,2室1厅1卫,南,精装修,中层/共32层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2200,50㎡,2室1厅1卫,南,精装修,中层/共14层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2500,106㎡,2室2厅1卫,南北,精装修,高层/共31层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2200,80㎡,2室2厅1卫,南北,精装修,中层/共14层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2199,50㎡,2室1厅1卫,南,精装修,高层/共14层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
宜昌,伍家岗,2700,120㎡,3室2厅1卫,南,精装修,高层/共30层,恒大帝景,30.687914553921857,111.32804287800349,30.68444800231214,111.31577121039933,111.32152101668413,30.68206249730133,"111.32152101668413,30.68206249730133"
