chengshi,yijiquyu,fangzu,mianji,huxing,chaoxiang,zhuangxiu,louceng,xiaoqumingcheng,bd_lat,bd_lon,wgs_lat,wgs_lon,gcj_lon,gcj_lat,amaplonlat
宜昌,伍家岗,8500,480㎡,6室3厅4卫,南,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,1600,90㎡,3室2厅1卫,南北,精装修,低层/共6层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,2000,100㎡,4室2厅2卫,南,精装修,高层/共6层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1600,70㎡,2室1厅1卫,南,简单装修,高层/共11层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1400,120㎡,3室2厅1卫,南,简单装修,低层/共7层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,1300,85㎡,3室1厅1卫,南北,精装修,中层/共30层,上合园,30.674757551124575,111.34771379239987,30.6709290543844,111.33546854856482,111.34127329807428,30.668574855289798,"111.34127329807428,30.668574855289798"
宜昌,伍家岗,2000,130㎡,4室2厅2卫,东南,精装修,中层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2000,116㎡,3室2厅2卫,南,简单装修,低层/共6层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1600,95㎡,2室2厅1卫,南北,精装修,高层/共12层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,10000,339㎡,1室1厅1卫,南北,精装修,共3层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,600,25㎡,1室0厅1卫,南,精装修,高层/共9层,教苑阁,30.6767944621165,111.32879377157927,30.673317625374743,111.31651699664368,111.32226797088946,30.67092843507443,"111.32226797088946,30.67092843507443"
宜昌,伍家岗,900,35㎡,1室1厅1卫,南北,精装修,中层/共32层,上合园,30.674757551124575,111.34771379239987,30.6709290543844,111.33546854856482,111.34127329807428,30.668574855289798,"111.34127329807428,30.668574855289798"
宜昌,伍家岗,2100,97㎡,3室2厅1卫,南,精装修,低层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2200,95㎡,3室2厅1卫,南北,精装修,中层/共22层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1500,90㎡,2室2厅1卫,南北,精装修,中层/共8层,兴发绿苑,30.666392032652027,111.34356865145463,30.66263702531033,111.33130994337174,111.33710231872838,30.660271322602703,"111.33710231872838,30.660271322602703"
宜昌,伍家岗,1500,70㎡,2室1厅1卫,南,豪华装修,中层/共6层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,1600,83㎡,2室2厅1卫,南,精装修,高层/共6层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,2600,120㎡,4室2厅2卫,南北,精装修,中层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1300,56㎡,2室1厅1卫,南北,精装修,低层/共8层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,2000,100㎡,3室2厅1卫,南,精装修,高层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,8500,480㎡,6室3厅4卫,南,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,999,58㎡,1室1厅1卫,南北,精装修,高层/共12层,旭东嘉景,30.683390830098748,111.34616789844776,30.679586192699396,111.333926539969,111.33972775130336,30.67723307180992,"111.33972775130336,30.67723307180992"
宜昌,伍家岗,1200,70㎡,2室2厅1卫,南北,精装修,低层/共7层,中南路24-1号小区,30.6819897364472,111.33727187927053,30.67835079018652,111.32501410446307,111.33078991958695,30.675980187916466,"111.33078991958695,30.675980187916466"
宜昌,伍家岗,1500,78㎡,2室2厅1卫,南,精装修,中层/共6层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,3000,143㎡,5室2厅2卫,南北,精装修,高层/共7层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1600,91㎡,3室2厅1卫,南北,精装修,中层/共6层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,1000,55㎡,1室1厅1卫,南北,精装修,高层/共6层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,2600,150㎡,3室2厅1卫,南北,精装修,低层/共8层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,1500,40㎡,1室1厅1卫,南北,精装修,共3层,宜昌市水文局宿舍,30.68741587092022,111.32065701010043,30.684066541001336,111.30837768851289,111.31410648226385,30.681666979717882,"111.31410648226385,30.681666979717882"
宜昌,伍家岗,2100,95㎡,3室2厅1卫,南北,精装修,低层/共28层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2800,150㎡,3室2厅2卫,南,精装修,共1层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,1200,75㎡,2室2厅1卫,南,精装修,中层/共6层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1800,90㎡,2室2厅2卫,南北,暂无信息,中层/共6层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,1600,108㎡,3室2厅2卫,南,精装修,低层/共7层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,2000,120㎡,3室2厅2卫,南北,简单装修,中层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1600,90㎡,2室2厅1卫,南北,精装修,高层/共19层,镜虹山庄,30.67143575257331,111.34086259593637,30.667730169920315,111.32860369608275,111.3343888420448,30.665361610914122,"111.3343888420448,30.665361610914122"
宜昌,伍家岗,1500,40㎡,1室1厅1卫,南北,精装修,中层/共6层,宜昌市水文局宿舍,30.68741587092022,111.32065701010043,30.684066541001336,111.30837768851289,111.31410648226385,30.681666979717882,"111.31410648226385,30.681666979717882"
宜昌,伍家岗,2000,98㎡,3室2厅2卫,东南,精装修,中层/共11层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,2100,108㎡,3室2厅1卫,南,精装修,低层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2100,110㎡,3室2厅1卫,南,精装修,高层/共33层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,8500,480㎡,6室3厅4卫,南北,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,1600,84㎡,2室2厅1卫,南,简单装修,中层/共31层,上合园,30.674757551124575,111.34771379239987,30.6709290543844,111.33546854856482,111.34127329807428,30.668574855289798,"111.34127329807428,30.668574855289798"
宜昌,伍家岗,2200,150㎡,6室2厅2卫,南北,精装修,共5层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1600,70㎡,2室2厅1卫,南,精装修,高层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,1600,90㎡,3室2厅1卫,南北,简单装修,低层/共6层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1000,60㎡,2室1厅1卫,东南,简单装修,中层/共7层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,1600,70㎡,2室1厅1卫,南,精装修,中层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,1400,75㎡,2室2厅1卫,南北,简单装修,高层/共7层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1400,80㎡,2室2厅1卫,南北,简单装修,中层/共7层,中南路24-1号小区,30.6819897364472,111.33727187927053,30.67835079018652,111.32501410446307,111.33078991958695,30.675980187916466,"111.33078991958695,30.675980187916466"
宜昌,伍家岗,1100,60㎡,1室1厅1卫,南,简单装修,高层/共12层,旭东嘉景,30.683390830098748,111.34616789844776,30.679586192699396,111.333926539969,111.33972775130336,30.67723307180992,"111.33972775130336,30.67723307180992"
宜昌,伍家岗,1600,70㎡,2室1厅1卫,南,简单装修,高层/共11层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1500,70㎡,3室2厅2卫,南,精装修,高层/共11层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1600,86㎡,2室2厅1卫,南北,精装修,中层/共6层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,2000,110㎡,3室2厅1卫,南,精装修,高层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2000,105㎡,3室2厅1卫,南北,精装修,中层/共33层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2500,115㎡,3室2厅2卫,南北,精装修,中层/共6层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,2500,120㎡,3室2厅2卫,东,精装修,中层/共7层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,1000,70㎡,2室2厅1卫,南,精装修,中层/共8层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,600,88㎡,2室2厅1卫,南,毛坯,中层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,8500,480㎡,6室1厅1卫,南,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,1200,80㎡,2室2厅1卫,南北,精装修,低层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,1500,75㎡,2室2厅1卫,南,豪华装修,中层/共8层,汉宜社区,30.691821551638558,111.30946412344612,30.688573875714038,111.2971932692196,111.3028919930301,30.686156635919048,"111.3028919930301,30.686156635919048"
宜昌,伍家岗,1600,93.24㎡,3室2厅2卫,南北,简单装修,低层/共6层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,1700,88㎡,3室2厅1卫,南,简单装修,共5层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2000,100㎡,4室2厅2卫,南北,精装修,低层/共6层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1600,83㎡,2室2厅1卫,南,精装修,高层/共6层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,2500,98㎡,3室2厅1卫,南,豪华装修,中层/共28层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,2300,125㎡,3室2厅1卫,南北,精装修,中层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,2000,100㎡,4室2厅2卫,南,精装修,高层/共6层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,2400,108㎡,3室2厅1卫,南,精装修,低层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1500,70㎡,2室1厅1卫,南,精装修,低层/共7层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,1600,90㎡,2室1厅1卫,东南,精装修,低层/共18层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1600,93㎡,3室2厅1卫,南,简单装修,低层/共27层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,2000,127㎡,3室2厅2卫,南北,精装修,高层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1600,70㎡,2室1厅1卫,东,豪华装修,高层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,4000,380㎡,5室3厅3卫,南,精装修,共4层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,1480,65㎡,1室1厅1卫,南北,精装修,低层/共26层,镜虹山庄,30.67143575257331,111.34086259593637,30.667730169920315,111.32860369608275,111.3343888420448,30.665361610914122,"111.3343888420448,30.665361610914122"
宜昌,伍家岗,2000,89㎡,2室2厅1卫,南,精装修,中层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1500,70㎡,3室2厅2卫,南,精装修,高层/共11层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1400,70㎡,2室1厅1卫,南,精装修,低层/共7层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,1500,63㎡,2室2厅1卫,东,精装修,低层/共28层,镜虹山庄,30.67143575257331,111.34086259593637,30.667730169920315,111.32860369608275,111.3343888420448,30.665361610914122,"111.3343888420448,30.665361610914122"
宜昌,伍家岗,1400,120㎡,3室2厅1卫,南,简单装修,低层/共7层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,700,25㎡,1室0厅1卫,南,精装修,高层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1500,75㎡,3室2厅1卫,南北,精装修,低层/共12层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,800,90㎡,2室1厅1卫,南,简单装修,高层/共6层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,1200,96㎡,2室2厅1卫,南,精装修,高层/共7层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,3000,105.25㎡,3室2厅1卫,南,简单装修,低层/共30层,月星国际城,30.683493474976935,111.33522078818096,30.67989387963035,111.32295986747307,111.32872992142482,30.67752004252296,"111.32872992142482,30.67752004252296"
宜昌,伍家岗,2200,150㎡,6室2厅2卫,南北,精装修,共5层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,550,24㎡,1室1厅1卫,南,简单装修,共3层,交运集团交运小区,30.68546785338343,111.32042596592328,30.682122298385085,111.30814577731482,111.31387375240301,30.679721411104836,"111.31387375240301,30.679721411104836"
宜昌,伍家岗,900,65㎡,2室1厅1卫,南北,简单装修,中层/共7层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1500,96㎡,3室2厅1卫,南北,精装修,中层/共7层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,1500,75㎡,2室1厅1卫,南北,精装修,高层/共8层,纸厂宿舍,30.675283449792026,111.33409850366665,30.671707558798634,111.3218298793114,111.32759597257974,30.669327816403886,"111.32759597257974,30.669327816403886"
宜昌,伍家岗,1000,38㎡,1室1厅1卫,南,精装修,共4层,正泰玫瑰园,30.673276197595865,111.34109615536897,30.66956585044507,111.3288392757466,111.33462525247361,30.66719856667935,"111.33462525247361,30.66719856667935"
宜昌,伍家岗,2300,124㎡,3室2厅1卫,南,暂无信息,中层/共8层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,8500,480㎡,6室1厅1卫,南,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,1600,102㎡,3室2厅2卫,东南,简单装修,高层/共6层,东城阳光,30.67376058882487,111.3397388157434,30.670075964534647,111.32747981742477,111.33326196454813,30.667706318239823,"111.33326196454813,30.667706318239823"
宜昌,伍家岗,2000,115㎡,3室2厅2卫,南,简单装修,低层/共32层,宜化新天地,30.664192903049162,111.35554504017476,30.66025668140858,111.34329541895701,111.34912047233851,30.657911817581795,"111.34912047233851,30.657911817581795"
宜昌,伍家岗,2100,120㎡,3室2厅2卫,南,精装修,中层/共6层,益馨苑,30.672176795896064,111.34500216738746,30.66839506347839,111.33275097351785,111.3385479110663,30.666034652103797,"111.3385479110663,30.666034652103797"
宜昌,伍家岗,2000,116㎡,3室2厅2卫,南,简单装修,低层/共6层,丰泽东方城,30.67205247371909,111.33662133630156,30.668428381177108,111.32435487062035,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,伍家岗,1700,80㎡,2室2厅1卫,南,精装修,低层/共25层,东城花园,30.659317175266672,111.38150804568525,30.655388608144893,111.36918270072916,111.37506643303753,30.65307919331027,"111.37506643303753,30.65307919331027"
宜昌,伍家岗,7000,300㎡,5室3厅4卫,南北,精装修,共3层,明日家园,30.68051688405874,111.33846322191923,30.67685527301817,111.32620684874925,111.33198594962606,30.67448627198352,"111.33198594962606,30.67448627198352"
宜昌,伍家岗,1200,120㎡,2室1厅1卫,南,简单装修,高层/共7层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,700,25㎡,1室0厅1卫,南,精装修,高层/共30层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,1300,86㎡,2室2厅1卫,南北,精装修,高层/共7层,兴发绿苑,30.666392032652027,111.34356865145463,30.66263702531033,111.33130994337174,111.33710231872838,30.660271322602703,"111.33710231872838,30.660271322602703"
宜昌,伍家岗,2200,88㎡,2室2厅1卫,南,精装修,中层/共32层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,2000,97㎡,3室2厅1卫,南北,精装修,低层/共25层,城中金谷(公寓住宅),30.66964007898782,111.34594062715372,30.66584241939426,111.33368857957184,111.33948792262726,30.663482618517296,"111.33948792262726,30.663482618517296"
宜昌,伍家岗,800,60㎡,1室1厅1卫,南北,精装修,高层/共7层,交运集团交运小区,30.68546785338343,111.32042596592328,30.682122298385085,111.30814577731482,111.31387375240301,30.679721411104836,"111.31387375240301,30.679721411104836"
宜昌,伍家岗,1600,70㎡,2室1厅1卫,南,精装修,高层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,1500,75㎡,3室2厅1卫,南北,精装修,低层/共12层,民益家园,30.676252237417607,111.34258168319082,30.6725135006197,111.33032988412947,111.33612035060827,30.670150381846017,"111.33612035060827,30.670150381846017"
宜昌,伍家岗,2300,140㎡,3室2厅1卫,南,简单装修,中层/共7层,碧波翠苑,30.67481656562451,111.3353011865241,30.671217532579323,111.32303449164418,111.32880400341136,30.66883988200351,"111.32880400341136,30.66883988200351"
宜昌,伍家岗,1500,120㎡,3室2厅1卫,南,简单装修,高层/共7层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,950,60㎡,1室1厅1卫,南,简单装修,高层/共12层,旭东嘉景,30.683390830098748,111.34616789844776,30.679586192699396,111.333926539969,111.33972775130336,30.67723307180992,"111.33972775130336,30.67723307180992"
宜昌,伍家岗,1700,120㎡,3室2厅1卫,南,简单装修,中层/共7层,城东花园,30.680368813012283,111.35444245999183,30.6764422797733,111.34220633720545,111.34802992091426,30.674102788362024,"111.34802992091426,30.674102788362024"
宜昌,伍家岗,1350,58㎡,3室1厅1卫,东南,简单装修,中层/共8层,温馨岛小区,30.689839695900513,111.31796505797868,30.68652362943903,111.305685884319,111.31140738682971,30.684120286339564,"111.31140738682971,30.684120286339564"
宜昌,伍家岗,800,30㎡,1室1厅1卫,南,精装修,低层/共8层,中心人民医院家属区,30.6906378932999,111.3133800168252,30.687366595669218,111.30110336222826,111.30681239692902,30.684955487758646,"111.30681239692902,30.684955487758646"
宜昌,伍家岗,1500,40㎡,1室1厅1卫,东西,精装修,高层/共19层,运河名都,30.688877440314865,111.3230756078555,30.685492671960336,111.31079832408732,111.31653406001797,30.68309826552135,"111.31653406001797,30.68309826552135"
宜昌,伍家岗,2200,88㎡,2室2厅1卫,南,精装修,中层/共8层,杨岔路交警宿舍,0,0,-0.00600417360719818,-0.00650455831441379,-0.00650455831441379,-0.00600417360719818,"-0.00650455831441379,-0.00600417360719818"
宜昌,伍家岗,800,30㎡,1室0厅1卫,东,精装修,中层/共8层,金桥市场,0,0,-0.00600417360719818,-0.00650455831441379,-0.00650455831441379,-0.00600417360719818,"-0.00650455831441379,-0.00600417360719818"
宜昌,伍家岗,999,25㎡,1室0厅1卫,南北,精装修,低层/共30层,运河名都,30.688877440314865,111.3230756078555,30.685492671960336,111.31079832408732,111.31653406001797,30.68309826552135,"111.31653406001797,30.68309826552135"
宜昌,伍家岗,100,80㎡,2室2厅1卫,南,精装修,低层/共7层,中心人民医院家属区,30.6906378932999,111.3133800168252,30.687366595669218,111.30110336222826,111.30681239692902,30.684955487758646,"111.30681239692902,30.684955487758646"
