zongjia,quwei,mianji,shi,ting,wei,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,count_gaoxiao,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,count_xiuxian
47,2,60,2,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
100,2,107,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
135,2,165,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
86,2,116,3,2,1,2,2,2,478,1131,0,1317,0,0,1,476,2,742,1,0
67,2,75,2,2,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
110,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
75,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
120,2,112,3,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
85,2,110,3,2,2,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
55,2,77,2,2,1,2,1,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
75,2,84,3,2,1,2,3,2,207,664,1,849,1,0,1,274,3,274,3,0
95,2,95,3,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
112,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
55,2,75,2,2,1,2,2,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
95,2,126,3,2,2,2,1,2,327,1152,0,1183,0,0,1,343,2,763,1,0
70,2,80,2,2,1,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
86,2,120,3,2,1,2,1,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
55,2,68,1,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
73,2,85,2,2,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
70,2,92,3,2,1,2,3,2,140,311,3,98,4,1,1,319,10,691,6,1
125,2,117,4,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
70,2,77,3,1,1,2,2,2,210,771,2,911,0,2,0,585,8,423,8,1
65,2,84,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
75,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
50,2,55,2,1,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
108,2,127,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,80,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
103,2,120,3,2,2,2,3,3,327,1152,0,1183,0,0,1,343,2,763,1,0
54,2,78,2,2,1,2,3,2,207,664,1,849,1,0,1,274,3,274,3,0
58,2,70,2,1,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
73,2,89,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
60,2,86,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
95,2,95,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
53,2,77,2,2,1,2,2,2,207,664,1,849,1,0,1,274,3,274,3,0
65,2,84,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
107,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
77,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
110,2,128,3,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
63,2,66,2,2,1,2,1,1,210,771,2,911,0,2,0,585,8,423,8,1
60,2,83,2,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,115,3,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
65,2,86,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
64,2,87,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
85,2,124,3,2,1,2,2,1,213,451,1,640,1,0,0,226,2,347,4,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
77,2,80,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
105,2,98,3,2,1,2,2,2,318,1374,0,1424,0,0,1,560,1,985,0,0
85,2,120,3,2,2,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
108,2,128,4,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
105,2,140,4,2,2,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
62,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
75,2,97,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
28,2,42,1,1,1,1,2,1,213,451,1,640,1,0,0,226,2,347,4,0
73,2,84,3,2,1,2,3,3,207,664,1,849,1,0,1,274,3,274,3,0
56,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
62,2,75,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
110,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
78,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
64,2,90,3,2,1,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
79,2,89,3,2,1,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
107,2,118,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
46,2,56,2,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
92,2,106,3,2,1,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
73,2,100,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
110,2,128,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
40,2,50,2,1,1,2,3,1,201,265,1,216,1,0,0,254,4,254,4,0
55,2,80,2,1,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
94,2,106,3,2,1,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
108,2,105,3,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,126,3,2,2,2,1,2,327,1152,0,1183,0,0,1,343,2,763,1,0
60,2,82,2,2,1,2,3,2,15,839,1,844,1,0,3,528,3,528,3,0
107,2,118,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
77,2,79,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
82,2,98,3,2,2,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
70,2,86,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
105,2,108,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
67,2,76,3,2,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
47,2,55,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
106,2,128,3,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
53,2,70,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
77,2,79,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
105,2,108,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
106,2,128,3,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
47,2,55,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
83,2,95,3,2,1,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
92,2,95,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
56,2,69,2,1,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
60,2,68,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
105,2,105,4,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
72,2,89,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
50,2,55,2,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
90,2,93,3,2,1,2,3,3,327,1152,0,1183,0,0,1,343,2,763,1,0
65,2,82,3,2,1,2,3,2,207,664,1,849,1,0,1,274,3,274,3,0
61,2,75,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
76,2,85,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
90,2,108,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
98,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
75,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
53,2,68,2,2,1,2,1,1,478,1131,0,1317,0,0,1,476,2,742,1,0
60,2,75,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
95,2,97,3,2,1,2,3,3,318,1374,0,1424,0,0,1,560,1,985,0,0
76,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
58,2,68,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
86,2,83,2,2,1,2,3,2,327,1152,0,1183,0,0,1,343,2,763,1,0
73,2,85,2,2,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
72,2,89,3,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
53,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
112,2,105,3,2,1,2,4,2,653,1863,0,416,1,0,0,714,2,807,2,0
92,2,106,3,2,1,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
150,2,126,4,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
53,2,68,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
72,2,88,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
53,2,68,2,1,1,2,2,1,478,1131,0,1317,0,0,1,476,2,742,1,0
55,2,86,3,2,2,2,1,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
75,2,90,2,2,2,1,3,3,213,451,1,640,1,0,0,226,2,347,4,0
58,2,72,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
57,2,68,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
70,2,83,3,2,1,2,3,2,207,664,1,849,1,0,1,274,3,274,3,0
188,2,260,4,3,2,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,78,2,2,1,2,4,3,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
120,2,118,3,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
82,2,84,2,1,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
89,2,119,3,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
62,2,72,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
108,2,127,4,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
52,2,69,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
57,2,82,2,2,1,2,3,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
108,2,128,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
88,2,107,3,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
91,2,101,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
57,2,70,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
95,2,95,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,80,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
59,2,68,2,1,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
88,2,91,3,2,1,2,3,2,318,1374,0,1424,0,0,1,560,1,985,0,0
58,2,73,2,2,1,2,2,2,478,1131,0,1317,0,0,1,476,2,742,1,0
48,2,65,2,1,1,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
62,2,75,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
50,2,49,2,2,1,2,2,3,210,771,2,911,0,2,0,585,8,423,8,1
112,2,105,3,2,1,2,4,3,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,85,2,2,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
108,2,127,3,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
76,2,80,2,2,1,2,4,1,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,88,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
60,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
64,2,87,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
92,2,100,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
96,2,126,3,2,2,2,1,2,327,1152,0,1183,0,0,1,343,2,763,1,0
87,2,107,3,2,1,2,3,3,478,1131,0,1317,0,0,1,476,2,742,1,0
65,2,85,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
87,2,87,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
80,2,84,2,2,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
110,2,118,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
110,2,118,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
76,2,85,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
48,2,70,2,2,1,2,2,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
76,2,85,2,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
79,2,88,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
84,2,93,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
54,2,85,2,2,1,2,3,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
62,2,70,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
90,2,101,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
82,2,98,3,2,2,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
43,2,48,2,1,1,2,2,2,478,1131,0,1317,0,0,1,476,2,742,1,0
92,2,90,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
62,2,70,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
55,2,68,2,2,1,2,2,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
62,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
125,2,120,3,2,2,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
83,2,88,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
112,2,105,3,2,1,2,4,3,653,1863,0,416,1,0,0,714,2,807,2,0
47,2,55,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
78,2,80,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
56,2,70,2,2,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
148,2,126,4,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
47,2,55,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
53,2,68,2,1,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
47,2,55,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
61,2,85,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
72,2,95,3,2,1,2,3,2,207,664,1,849,1,0,1,274,3,274,3,0
58,2,67,2,1,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
91,2,95,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
112,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
79,2,96,3,2,1,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
90,2,119,3,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
111,2,104,3,2,1,2,4,2,653,1863,0,416,1,0,0,714,2,807,2,0
120,2,105,3,2,1,2,4,2,653,1863,0,416,1,0,0,714,2,807,2,0
200,2,200,5,2,3,2,4,3,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,70,2,2,1,2,3,2,11,898,1,880,2,0,1,406,7,406,3,0
112,2,118,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
106,2,128,3,2,2,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
62,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
95,2,109,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,88,3,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
72,2,80,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
78,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,99,3,2,1,2,1,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
91,2,96,2,2,1,2,3,1,213,451,1,640,1,0,0,226,2,347,4,0
84,2,117,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
80,2,90,3,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
79,2,102,3,2,2,2,3,3,478,1131,0,1317,0,0,1,476,2,742,1,0
90,2,93,3,2,1,2,3,3,327,1152,0,1183,0,0,1,343,2,763,1,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
95,2,124,3,2,2,2,3,1,213,451,1,640,1,0,0,226,2,347,4,0
55,2,77,2,2,1,2,1,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
75,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
62,2,73,2,1,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
108,2,127,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
80,2,91,3,2,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
78,2,90,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
83,2,88,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
107,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
83,2,80,2,1,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,126,3,2,2,2,1,2,327,1152,0,1183,0,0,1,343,2,763,1,0
95,2,116,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
82,2,92,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
92,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
91,2,95,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
62,2,73,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
120,2,116,4,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
53,2,75,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
110,2,130,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,83,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
85,2,110,3,2,2,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
105,2,112,3,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,67,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
90,2,120,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
95,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
96,2,115,3,2,2,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,97,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
75,2,100,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
45,2,57,2,1,1,2,2,2,15,839,1,844,1,0,3,528,3,528,3,0
75,2,105,2,2,2,2,3,3,478,1131,0,1317,0,0,1,476,2,742,1,0
55,2,62,2,1,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
103,2,128,4,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
85,2,92,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
130,2,125,4,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
120,2,120,3,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
65,2,85,2,2,1,2,1,3,448,1509,0,1812,0,0,0,829,1,2131,0,0
100,2,105,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
85,2,120,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
86,2,83,2,2,1,2,3,2,327,1152,0,1183,0,0,1,343,2,763,1,0
92,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
120,2,116,4,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
53,2,75,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
58,2,67,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
105,2,112,3,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
96,2,115,3,2,2,2,1,3,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,100,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
103,2,128,4,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
45,2,57,2,1,1,2,2,2,15,839,1,844,1,0,3,528,3,528,3,0
130,2,125,4,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
120,2,120,3,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
86,2,83,2,2,1,2,3,2,327,1152,0,1183,0,0,1,343,2,763,1,0
100,2,105,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
55,2,75,2,2,1,2,1,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
69,2,81,2,2,1,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
108,2,108,3,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
62,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
88,2,91,2,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
56,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
56,2,69,2,1,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
88,2,120,3,2,2,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
240,2,335,7,5,2,2,4,1,653,1863,0,416,1,0,0,714,2,807,2,0
110,2,104,3,2,1,2,4,2,653,1863,0,416,1,0,0,714,2,807,2,0
118,2,113,3,2,2,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
50,2,55,2,1,1,1,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
67,2,76,2,2,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
75,2,83,2,2,1,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
73,2,75,2,2,1,2,3,2,210,771,2,911,0,2,0,585,8,423,8,1
73,2,88,3,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
106,2,123,3,2,2,2,3,2,213,451,1,640,1,0,0,226,2,347,4,0
56,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
52,2,75,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
81,2,89,3,2,1,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
73,2,98,3,2,1,2,1,1,448,1509,0,1812,0,0,0,829,1,2131,0,0
145,2,126,4,2,2,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
85,2,97,3,2,2,2,1,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
85,2,96,3,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
58,2,70,2,2,1,2,3,1,478,1131,0,1317,0,0,1,476,2,742,1,0
58,2,78,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
62,2,74,2,2,1,2,3,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
112,2,108,3,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
108,2,128,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
95,2,102,3,2,1,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
120,2,113,4,2,2,2,3,3,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
50,2,55,2,1,1,2,3,2,478,1131,0,1317,0,0,1,476,2,742,1,0
92,2,110,3,2,2,2,1,2,653,1863,0,416,1,0,0,714,2,807,2,0
75,2,98,3,2,2,2,1,2,760,1393,0,1772,0,0,1,909,0,1004,0,0
107,2,122,4,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
86,2,87,2,2,1,2,3,2,653,1863,0,416,1,0,0,714,2,807,2,0
62,2,74,2,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
106,2,128,4,2,2,2,1,1,653,1863,0,416,1,0,0,714,2,807,2,0
76,2,80,2,2,1,2,3,1,653,1863,0,416,1,0,0,714,2,807,2,0
112,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
58,2,70,2,2,1,2,3,3,760,1393,0,1772,0,0,1,909,0,1004,0,0
112,2,117,3,2,2,2,3,1,318,1374,0,1424,0,0,1,560,1,985,0,0
73,2,90,2,2,1,2,2,2,448,1509,0,1812,0,0,0,829,1,2131,0,0
