zongjia,quwei,mianji,shi,ting,wei,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,count_gaoxiao,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,count_xiuxian
2500,2,95,3,2,1,2,2,1,349,1432,0,1572,0,0,0,978,0,978,0,0
3000,2,114,3,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,130,3,2,2,2,2,1,114,630,2,763,1,0,0,465,1,637,4,1
2299,2,90,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2499,2,100,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,60,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2899,2,95,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2999,2,120,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2000,2,80,2,1,1,2,2,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2399,2,50,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,105,3,2,1,2,3,1,114,630,2,763,1,0,0,465,1,637,4,1
2299,2,90,2,2,1,2,4,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2700,2,85,2,2,1,2,3,1,265,835,2,1073,0,0,1,209,2,1124,0,1
2300,2,55,1,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
500,2,16,1,0,1,2,2,1,114,630,2,763,1,0,0,465,1,637,4,1
2000,2,80,2,1,1,2,2,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2600,2,100,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,100,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
3000,2,106,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
1600,2,88,2,2,1,2,3,2,114,630,2,763,1,0,0,465,1,637,4,1
1300,2,50,2,1,1,2,2,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
3499,2,150,4,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,88,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2499,2,70,2,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
1100,2,70,2,1,1,2,2,2,114,630,2,763,1,0,0,465,1,637,4,1
3500,2,150,4,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
1800,2,40,2,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
3200,2,128,3,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
1800,2,100,2,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2299,2,95,2,2,1,2,4,2,349,1432,0,1572,0,0,0,978,0,978,0,0
1800,2,89,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,108,2,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,90,3,2,2,2,2,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
1500,2,47,1,1,1,2,3,2,210,1024,0,949,0,0,3,696,1,381,3,0
900,2,40,1,1,1,2,3,2,248,485,2,50,1,0,0,166,1,1057,0,1
1999,2,106,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,95,3,2,1,2,2,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2700,2,124,3,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2400,2,85,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,95,3,2,1,2,2,1,349,1432,0,1572,0,0,0,978,0,978,0,0
1800,2,106,2,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,60,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
1000,2,89,2,2,1,1,2,3,371,1221,0,2305,0,0,1,322,1,444,3,1
2280,2,53,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,108,2,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2299,2,90,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,88,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2099,2,70,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,65,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
3500,2,110,3,2,2,2,4,3,265,835,2,1073,0,0,1,209,2,1124,0,1
3500,2,110,3,2,2,2,4,3,265,835,2,1073,0,0,1,209,2,1124,0,1
2299,2,70,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2099,2,80,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,70,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2188,2,90,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
3000,2,125,3,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2000,2,50,3,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,102,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2299,2,85,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
500,2,29,1,0,1,1,3,1,114,630,2,763,1,0,0,465,1,637,4,1
2500,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
500,2,32,1,0,1,2,3,1,114,630,2,763,1,0,0,465,1,637,4,1
2300,2,100,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2299,2,70,2,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,105,2,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,84,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,128,3,2,1,2,3,3,252,247,4,222,3,1,1,128,9,639,6,1
1200,2,35,1,1,1,2,3,2,347,599,3,1026,0,0,1,760,2,444,3,1
4000,2,151,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,106,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,80,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,50,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2700,2,120,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
3000,2,106,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
1100,2,73,2,2,1,2,3,3,169,629,3,1026,0,0,3,542,2,506,3,1
1700,2,132,3,2,2,2,3,3,135,1550,0,694,1,0,0,1881,0,1395,0,0
2499,2,90,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,108,2,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,106,2,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,85,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,48,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,80,2,2,1,2,2,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2499,2,106,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2600,2,75,2,1,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,106,2,2,2,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2899,2,95,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
1600,2,70,2,2,1,2,3,2,114,630,2,763,1,0,0,465,1,637,4,1
2050,2,80,2,2,1,2,3,2,114,630,2,763,1,0,0,465,1,637,4,1
1100,2,65,2,1,1,2,3,1,114,630,2,763,1,0,0,465,1,637,4,1
1100,2,72,2,1,1,1,2,2,114,630,2,763,1,0,0,465,1,637,4,1
2200,2,88,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2099,2,90,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
1350,2,43,1,1,1,2,3,2,17,258,5,309,4,0,4,289,14,226,24,6
2200,2,100,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2000,2,83,2,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2700,2,120,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,50,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2100,2,50,1,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,50,2,1,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,100,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
1500,2,89,2,2,1,1,3,2,169,629,3,1026,0,0,3,542,2,506,3,1
3300,2,120,3,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2400,2,85,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2600,2,110,3,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2888,2,92,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2200,2,100,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2499,2,90,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,102,3,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,100,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2999,2,120,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
650,2,30,1,1,1,1,2,1,114,630,2,763,1,0,0,465,1,637,4,1
2500,2,106,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2299,2,90,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,80,2,2,1,2,4,1,349,1432,0,1572,0,0,0,978,0,978,0,0
2700,2,106,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
1000,2,60,1,1,1,2,3,1,371,1221,0,2305,0,0,1,322,1,444,3,1
1999,2,108,2,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2199,2,50,2,1,1,2,4,3,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,50,2,1,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
700,2,38,1,1,1,2,3,1,114,630,2,763,1,0,0,465,1,637,4,1
2200,2,80,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2500,2,106,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2400,2,80,2,2,1,2,3,3,349,1432,0,1572,0,0,0,978,0,978,0,0
780,2,20,1,0,1,2,3,3,241,1071,0,582,1,0,0,1061,0,916,0,0
1988,2,108,2,2,2,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2400,2,80,2,2,1,2,3,2,349,1432,0,1572,0,0,0,978,0,978,0,0
2300,2,100,2,2,1,2,3,1,349,1432,0,1572,0,0,0,978,0,978,0,0
1600,2,88,2,2,1,2,3,2,114,630,2,763,1,0,0,465,1,637,4,1
700,2,30,1,1,1,1,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
750,2,25,1,0,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
3400,2,97,3,2,1,2,3,1,228,981,0,554,1,0,0,449,3,678,1,0
1600,2,63,2,1,1,1,2,1,163,361,3,447,4,0,2,671,2,964,0,0
4498,2,190,4,2,2,2,3,2,188,450,1,432,1,0,0,241,4,241,4,0
4000,2,160,4,2,2,2,3,2,302,145,2,603,1,0,1,644,3,895,1,1
3500,2,94,3,2,2,2,3,2,369,448,2,211,1,0,0,180,2,1292,0,0
888,2,30,1,0,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1700,2,79,2,2,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
1200,2,47,1,1,1,2,3,3,210,1024,0,949,0,0,3,696,1,381,3,0
1300,2,38,1,1,1,2,3,3,324,1327,0,2411,0,0,1,428,1,550,2,1
18300,2,333,3,2,2,2,3,1,107,792,1,775,1,0,0,300,5,300,2,0
2600,2,99,3,2,1,2,3,2,354,1055,0,838,1,0,4,586,1,658,3,0
2100,2,86,2,2,1,2,3,2,265,835,2,1073,0,0,1,209,2,1124,0,1
2200,2,88,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,60,1,1,1,2,3,2,120,1097,0,879,1,0,1,298,6,511,3,0
700,2,30,1,0,1,2,3,1,42,1110,0,397,1,0,4,145,2,856,2,0
2300,2,117,3,2,2,2,3,2,42,1110,0,397,1,0,4,145,2,856,2,0
2100,2,87,2,2,1,2,3,1,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,87,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
2099,2,85,2,2,1,2,3,2,265,835,2,1073,0,0,1,209,2,1124,0,1
1700,2,87,2,1,1,2,3,2,292,1105,0,974,0,0,3,726,1,462,3,0
1500,2,75,3,2,1,2,3,1,760,1393,0,1772,0,0,1,909,0,1004,0,0
1200,2,70,2,2,1,2,2,1,188,450,1,432,1,0,0,241,4,241,4,0
2200,2,99,3,1,1,2,1,3,333,946,0,272,3,0,1,592,6,259,10,3
2800,2,110,4,1,1,2,1,2,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,86,3,2,1,2,4,3,42,1110,0,397,1,0,4,145,2,856,2,0
1500,2,54,1,1,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
2000,2,86,2,2,1,1,3,1,42,1110,0,397,1,0,4,145,2,856,2,0
800,2,23,1,0,1,2,2,2,347,599,3,1026,0,0,1,760,2,444,3,1
1800,2,94,3,2,1,2,3,1,347,599,3,1026,0,0,1,760,2,444,3,1
1000,2,30,1,0,1,1,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
3000,2,85,2,2,1,2,3,3,214,736,2,974,0,0,2,172,2,1087,0,1
800,2,40,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
3500,2,118,3,2,2,2,3,2,228,981,0,554,1,0,0,449,3,678,1,0
800,2,20,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,95,2,2,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
1200,2,50,1,1,1,2,3,3,302,145,2,603,1,0,1,644,3,895,1,1
2000,2,85,2,2,1,2,3,2,324,1327,0,2411,0,0,1,428,1,550,2,1
2400,2,98,3,1,1,2,3,1,241,1071,0,582,1,0,0,1061,0,916,0,0
1800,2,88,2,2,1,2,3,3,285,653,2,935,0,0,2,221,2,792,1,1
2500,2,90,2,1,1,2,4,2,285,653,2,935,0,0,2,221,2,792,1,1
1500,2,50,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1500,2,82,2,2,1,2,3,3,42,1110,0,397,1,0,4,145,2,856,2,0
850,2,40,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
2300,2,110,3,2,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
1050,2,30,1,0,1,2,1,1,146,1223,0,2307,0,0,1,300,1,423,4,1
1700,2,88,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
800,2,32,1,0,1,2,3,2,324,1327,0,2411,0,0,1,428,1,550,2,1
1500,2,90,2,2,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,89,2,2,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
3000,2,127,3,2,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
1300,2,45,2,1,1,2,3,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
2500,2,93,3,2,1,2,3,2,285,653,2,935,0,0,2,221,2,792,1,1
2000,2,20,1,1,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,80,2,1,1,1,2,3,241,1071,0,582,1,0,0,1061,0,916,0,0
750,2,15,1,0,1,2,3,3,214,736,2,974,0,0,2,172,2,1087,0,1
1700,2,40,1,1,1,2,4,1,214,736,2,974,0,0,2,172,2,1087,0,1
2400,2,93,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1699,2,83,2,2,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
1200,2,87,2,2,1,2,2,2,371,1221,0,2305,0,0,1,322,1,444,3,1
2600,2,86,2,2,1,2,3,3,265,835,2,1073,0,0,1,209,2,1124,0,1
1000,2,40,1,1,1,2,3,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
1100,2,35,1,1,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
1900,2,93,3,2,1,2,3,1,347,599,3,1026,0,0,1,760,2,444,3,1
2200,2,80,2,2,1,1,3,1,170,610,3,239,6,0,2,609,3,749,4,0
2000,2,87,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1700,2,55,1,1,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,87,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,84,2,2,1,2,3,2,42,1110,0,397,1,0,4,145,2,856,2,0
2299,2,60,1,1,1,2,4,1,120,1097,0,879,1,0,1,298,6,511,3,0
2000,2,110,3,2,1,2,3,1,42,1110,0,397,1,0,4,145,2,856,2,0
1000,2,40,1,1,1,2,3,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
3300,2,136,4,2,2,2,3,2,265,835,2,1073,0,0,1,209,2,1124,0,1
1500,2,94,3,2,1,2,2,2,42,1110,0,397,1,0,4,145,2,856,2,0
2500,2,95,3,2,1,2,3,2,347,599,3,1026,0,0,1,760,2,444,3,1
2200,2,100,3,2,1,2,3,1,241,1071,0,582,1,0,0,1061,0,916,0,0
2000,2,94,3,1,0,2,3,1,241,1071,0,582,1,0,0,1061,0,916,0,0
1500,2,42,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
2500,2,136,3,2,2,2,3,1,302,145,2,603,1,0,1,644,3,895,1,1
1300,2,95,2,2,1,2,3,2,371,1221,0,2305,0,0,1,322,1,444,3,1
2000,2,125,3,2,2,2,3,3,354,1055,0,838,1,0,4,586,1,658,3,0
750,2,20,1,0,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1300,2,87,2,2,1,2,2,2,371,1221,0,2305,0,0,1,322,1,444,3,1
1700,2,88,2,2,1,2,3,3,347,599,3,1026,0,0,1,760,2,444,3,1
1500,2,52,1,1,1,2,3,3,347,599,3,1026,0,0,1,760,2,444,3,1
2000,2,87,2,2,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
2199,2,85,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,86,3,2,1,2,4,3,42,1110,0,397,1,0,4,145,2,856,2,0
2200,2,89,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
1700,2,90,2,2,1,2,2,1,324,1327,0,2411,0,0,1,428,1,550,2,1
1500,2,135,3,0,1,2,3,1,169,629,3,1026,0,0,3,542,2,506,3,1
2000,2,100,3,2,1,2,3,2,347,599,3,1026,0,0,1,760,2,444,3,1
2500,2,95,3,2,1,2,3,2,347,599,3,1026,0,0,1,760,2,444,3,1
1500,2,82,2,2,1,2,3,2,371,1221,0,2305,0,0,1,322,1,444,3,1
1600,2,93,3,2,1,2,3,2,371,1221,0,2305,0,0,1,322,1,444,3,1
2300,2,92,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
2000,2,75,2,2,1,2,3,3,241,1071,0,582,1,0,0,1061,0,916,0,0
750,2,20,1,0,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
2500,2,85,2,2,1,2,3,1,265,835,2,1073,0,0,1,209,2,1124,0,1
2000,2,88,2,2,1,2,3,1,232,885,1,1167,0,0,1,214,2,1024,0,1
4500,2,200,4,2,2,2,3,2,188,450,1,432,1,0,0,241,4,241,4,0
1600,2,68,1,2,1,2,4,1,42,1110,0,397,1,0,4,145,2,856,2,0
2200,2,100,3,2,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
3500,2,110,3,2,2,2,3,3,265,835,2,1073,0,0,1,209,2,1124,0,1
2300,2,92,2,2,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
2400,2,90,2,1,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
2000,2,95,3,2,1,2,3,2,324,1327,0,2411,0,0,1,428,1,550,2,1
2200,2,99,3,2,2,2,3,2,139,999,0,616,1,0,4,364,2,685,3,0
2400,2,118,3,2,2,2,3,2,285,653,2,935,0,0,2,221,2,792,1,1
1300,2,45,1,1,1,1,3,1,210,1024,0,949,0,0,3,696,1,381,3,0
1600,2,80,2,1,1,2,3,1,49,658,3,763,1,3,0,478,11,188,12,1
2000,2,89,2,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
4500,2,174,4,2,2,2,4,2,188,450,1,432,1,0,0,241,4,241,4,0
2200,2,130,4,2,2,2,3,3,135,1550,0,694,1,0,0,1881,0,1395,0,0
1600,2,63,2,1,1,2,2,2,232,885,1,1167,0,0,1,214,2,1024,0,1
2200,2,100,3,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
2800,2,108,3,2,1,2,3,1,302,145,2,603,1,0,1,644,3,895,1,1
1900,2,86,2,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
1200,2,45,1,0,1,2,4,1,188,450,1,432,1,0,0,241,4,241,4,0
2700,2,84,2,1,1,2,3,2,265,835,2,1073,0,0,1,209,2,1124,0,1
800,2,20,1,0,1,2,2,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,96,3,2,1,2,3,2,42,1110,0,397,1,0,4,145,2,856,2,0
2300,2,90,3,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
1900,2,90,2,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
2000,2,93,3,2,1,2,3,3,42,1110,0,397,1,0,4,145,2,856,2,0
1600,2,73,2,1,1,2,2,3,241,1071,0,582,1,0,0,1061,0,916,0,0
2300,2,92,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
3500,2,118,3,2,2,2,3,2,228,981,0,554,1,0,0,449,3,678,1,0
700,2,30,1,1,1,1,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
1900,2,83,2,1,1,2,3,2,42,1110,0,397,1,0,4,145,2,856,2,0
1100,2,42,1,1,1,2,3,2,210,1024,0,949,0,0,3,696,1,381,3,0
2300,2,93,3,2,2,2,3,3,241,1071,0,582,1,0,0,1061,0,916,0,0
1800,2,110,3,2,2,2,3,2,354,1055,0,838,1,0,4,586,1,658,3,0
2200,2,110,3,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
1500,2,92,3,2,1,2,2,1,42,1110,0,397,1,0,4,145,2,856,2,0
1100,2,30,1,1,1,2,2,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
1000,2,25,1,1,1,2,3,1,347,599,3,1026,0,0,1,760,2,444,3,1
1750,2,60,2,1,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
1000,2,50,1,0,1,2,1,1,241,1071,0,582,1,0,0,1061,0,916,0,0
850,2,28,1,0,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
2000,2,40,1,1,1,2,4,2,270,250,4,330,4,1,2,277,11,322,12,1
1800,2,90,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
500,2,20,1,0,1,1,3,3,347,599,3,1026,0,0,1,760,2,444,3,1
2000,2,96,3,1,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
950,2,30,1,1,1,2,3,3,246,1014,0,1293,0,0,2,1041,0,174,4,1
2400,2,93,3,2,2,2,3,1,232,885,1,1167,0,0,1,214,2,1024,0,1
650,2,20,1,0,1,2,3,2,347,599,3,1026,0,0,1,760,2,444,3,1
898,2,30,1,0,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
2400,2,98,3,1,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
2000,2,110,3,2,1,2,3,2,241,1071,0,582,1,0,0,1061,0,916,0,0
1200,2,35,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1800,2,90,2,2,1,2,2,1,324,1327,0,2411,0,0,1,428,1,550,2,1
2500,2,160,5,2,3,2,3,3,139,999,0,616,1,0,4,364,2,685,3,0
1200,1,25,1,1,1,1,1,1,153,621,2,901,0,1,5,320,5,341,8,1
1800,2,94,3,2,1,2,3,3,241,1071,0,582,1,0,0,1061,0,916,0,0
2300,2,133,3,2,2,2,3,1,232,885,1,1167,0,0,1,214,2,1024,0,1
1400,2,80,2,2,1,2,2,1,371,1221,0,2305,0,0,1,322,1,444,3,1
2000,2,90,2,2,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
1300,2,50,1,0,1,2,3,1,146,1223,0,2307,0,0,1,300,1,423,4,1
3500,2,118,3,2,2,2,3,2,228,981,0,554,1,0,0,449,3,678,1,0
1350,2,45,1,1,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
850,2,25,1,1,1,2,2,3,146,1223,0,2307,0,0,1,300,1,423,4,1
2800,2,108,3,2,1,2,3,1,302,145,2,603,1,0,1,644,3,895,1,1
2000,2,89,2,2,1,2,3,3,232,885,1,1167,0,0,1,214,2,1024,0,1
2399,2,88,2,2,1,2,3,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1400,2,66,1,1,1,2,3,2,210,1024,0,949,0,0,3,696,1,381,3,0
2400,2,106,3,2,1,2,3,2,232,885,1,1167,0,0,1,214,2,1024,0,1
2200,2,130,3,2,1,1,2,3,146,1223,0,2307,0,0,1,300,1,423,4,1
1200,2,33,1,1,1,2,3,2,302,145,2,603,1,0,1,644,3,895,1,1
1400,2,84,2,2,1,2,2,3,371,1221,0,2305,0,0,1,322,1,444,3,1
2300,2,119,3,1,2,2,3,1,241,1071,0,582,1,0,0,1061,0,916,0,0
2000,2,125,3,2,2,2,3,1,354,1055,0,838,1,0,4,586,1,658,3,0
2600,2,136,3,2,2,2,3,2,302,145,2,603,1,0,1,644,3,895,1,1
3500,2,118,3,2,2,2,3,2,228,981,0,554,1,0,0,449,3,678,1,0
1500,2,82,2,2,1,2,3,3,42,1110,0,397,1,0,4,145,2,856,2,0
2100,2,96,2,2,1,2,3,2,285,653,2,935,0,0,2,221,2,792,1,1
1500,2,50,1,1,1,2,3,2,146,1223,0,2307,0,0,1,300,1,423,4,1
2998,2,90,2,2,1,2,3,1,120,1097,0,879,1,0,1,298,6,511,3,0
