chengshi,yijiquyu,fangzu,mianji,huxing,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,count_gaoxiao,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,count_xiuxian
宜昌,西陵,1400,85㎡,2室2厅1卫,南北,精装修,中层/共7层,152,433,3,435,4,0,2,247,9,473,12,6
宜昌,西陵,800,23㎡,1室1厅1卫,南,精装修,中层/共32层,251,902,0,556,2,0,1,525,6,177,11,3
宜昌,西陵,3100,100㎡,2室2厅1卫,南北,精装修,高层/共19层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1300,60㎡,1室1厅1卫,南北,简单装修,低层/共7层,66,516,1,399,4,0,1,276,9,201,19,4
宜昌,西陵,5000,186㎡,4室2厅2卫,南,精装修,低层/共18层,72,462,1,295,5,0,1,366,8,360,19,4
宜昌,西陵,650,18㎡,1室0厅1卫,南北,精装修,高层/共8层,243,771,2,622,5,0,1,103,8,150,14,3
宜昌,西陵,1400,35㎡,1室1厅1卫,南北,精装修,中层/共32层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,1500,55㎡,1室1厅1卫,南北,精装修,高层/共6层,72,462,1,295,5,0,1,366,8,360,19,4
宜昌,西陵,1300,25㎡,1室0厅1卫,东南,精装修,高层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3200,125㎡,3室2厅2卫,南北,精装修,中层/共31层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,1500,45㎡,1室1厅1卫,南,精装修,中层/共37层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,2400,73㎡,2室2厅1卫,南北,精装修,中层/共11层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,4500,161㎡,4室2厅2卫,南北,精装修,中层/共24层,243,577,4,188,3,0,1,0,12,39,19,7
宜昌,西陵,3500,120㎡,3室2厅2卫,南北,精装修,中层/共26层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,750,20㎡,1室0厅1卫,南北,精装修,低层/共25层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3000,88㎡,2室1厅1卫,南,精装修,高层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1300,70㎡,2室2厅1卫,南北,简单装修,中层/共6层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,2600,95㎡,2室2厅1卫,南北,精装修,低层/共17层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1500,98㎡,3室2厅1卫,南,简单装修,高层/共6层,40,1629,0,1204,0,0,0,628,1,903,0,0
宜昌,西陵,2300,58㎡,1室0厅1卫,南,精装修,高层/共24层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2800,90㎡,2室2厅1卫,南,精装修,中层/共25层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1500,40㎡,1室0厅1卫,南,精装修,中层/共19层,104,597,2,599,5,0,1,169,8,311,14,3
宜昌,西陵,1500,65㎡,2室1厅1卫,南,精装修,中层/共7层,85,563,3,319,4,0,2,255,9,502,9,5
宜昌,西陵,3000,89㎡,2室2厅1卫,南,精装修,高层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2500,88㎡,2室1厅1卫,南,精装修,低层/共33层,254,815,1,507,1,0,0,464,3,316,3,1
宜昌,西陵,3500,85㎡,2室2厅1卫,南北,精装修,低层/共28层,85,563,3,319,4,0,2,255,9,502,9,5
宜昌,西陵,1500,28㎡,1室0厅1卫,南,精装修,中层/共11层,119,597,5,7,4,0,2,55,11,235,18,6
宜昌,西陵,2499,95㎡,2室2厅1卫,南北,精装修,中层/共35层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,1000,60㎡,2室1厅1卫,南,简单装修,低层/共7层,271,871,1,592,3,0,0,669,1,531,9,1
宜昌,西陵,2800,110㎡,3室2厅2卫,南北,精装修,低层/共7层,361,812,1,723,5,0,1,375,7,244,15,4
宜昌,西陵,1300,68㎡,2室1厅1卫,南,精装修,中层/共7层,377,880,1,199,3,0,1,256,4,346,5,0
宜昌,西陵,1100,85㎡,2室2厅1卫,南北,精装修,中层/共6层,254,815,1,507,1,0,0,464,3,316,3,1
宜昌,西陵,1800,50㎡,1室1厅1卫,南,精装修,中层/共28层,226,537,3,288,3,0,2,100,11,57,19,7
宜昌,西陵,3800,120㎡,3室2厅2卫,南北,精装修,高层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2600,106㎡,3室2厅1卫,南北,精装修,高层/共30层,310,941,0,364,2,0,0,585,5,593,4,0
宜昌,西陵,1800,55㎡,1室1厅1卫,南北,精装修,中层/共30层,226,537,3,288,3,0,2,100,11,57,19,7
宜昌,西陵,800,25㎡,1室0厅1卫,南北,简单装修,高层/共7层,152,433,3,435,4,0,2,247,9,473,12,6
宜昌,西陵,3000,90㎡,2室1厅1卫,南,精装修,高层/共32层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,2799,90㎡,2室2厅1卫,南北,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1300,67㎡,2室1厅1卫,南北,简单装修,中层/共6层,420,190,2,579,2,0,0,680,5,376,10,0
宜昌,西陵,2800,98㎡,2室2厅1卫,南北,精装修,高层/共21层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,3000,120㎡,3室2厅2卫,南,精装修,高层/共33层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,500,16㎡,1室0厅1卫,南,简单装修,低层/共18层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,2600,98㎡,2室2厅1卫,南,精装修,高层/共28层,251,902,0,556,2,0,1,525,6,177,11,3
宜昌,西陵,2600,123㎡,2室2厅2卫,南,精装修,高层/共19层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1500,25㎡,1室0厅1卫,北,精装修,中层/共11层,119,597,5,7,4,0,2,55,11,235,18,6
宜昌,西陵,1000,70㎡,2室1厅1卫,南,简单装修,高层/共8层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,3000,124㎡,3室2厅2卫,南北,精装修,中层/共37层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,3500,120㎡,3室2厅2卫,南,精装修,低层/共32层,243,577,4,188,3,0,1,0,12,39,19,7
宜昌,西陵,850,20㎡,1室0厅1卫,东,豪华装修,中层/共8层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3000,88㎡,2室2厅1卫,南,精装修,中层/共28层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,2499,88㎡,2室2厅1卫,南,精装修,高层/共33层,347,362,3,432,1,0,2,278,2,208,6,0
宜昌,西陵,3500,118.92㎡,3室2厅2卫,东,精装修,高层/共18层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1400,45㎡,1室1厅1卫,南北,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1100,65㎡,2室1厅1卫,东,简单装修,低层/共7层,138,175,3,228,4,0,2,485,2,745,3,0
宜昌,西陵,450,40㎡,1室1厅1卫,南北,简单装修,高层/共8层,276,803,2,654,5,0,1,135,8,208,14,3
宜昌,西陵,3500,125㎡,3室2厅2卫,南,精装修,中层/共30层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,999,45㎡,1室1厅1卫,南北,精装修,低层/共6层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,5000,186㎡,4室2厅1卫,南,豪华装修,低层/共18层,72,462,1,295,5,0,1,366,8,360,19,4
宜昌,西陵,800,30㎡,1室1厅1卫,北,简单装修,共4层,117,541,4,380,4,0,1,316,7,578,10,6
宜昌,西陵,1999,65㎡,1室1厅1卫,南北,精装修,高层/共31层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3000,86㎡,2室2厅1卫,南,精装修,中层/共37层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,3600,135㎡,3室2厅2卫,南北,精装修,中层/共26层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,700,20㎡,1室0厅1卫,东南,精装修,低层/共31层,156,1387,0,636,1,0,0,139,4,167,2,0
宜昌,西陵,2500,86㎡,2室2厅1卫,南北,精装修,中层/共30层,170,610,3,239,6,0,2,609,3,749,4,0
宜昌,西陵,2100,76㎡,2室2厅1卫,南,精装修,中层/共28层,310,941,0,364,2,0,0,585,5,593,4,0
宜昌,西陵,2300,85㎡,2室2厅1卫,东南,精装修,中层/共32层,170,610,3,239,6,0,2,609,3,749,4,0
宜昌,西陵,5000,186㎡,4室2厅1卫,南,精装修,低层/共18层,72,462,1,295,5,0,1,366,8,360,19,4
宜昌,西陵,800,20㎡,1室0厅1卫,南,精装修,中层/共30层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,1000,36㎡,1室1厅1卫,南北,精装修,高层/共32层,156,1387,0,636,1,0,0,139,4,167,2,0
宜昌,西陵,1600,80㎡,2室2厅1卫,南,简单装修,中层/共6层,119,597,5,7,4,0,2,55,11,235,18,6
宜昌,西陵,1050,65㎡,2室1厅1卫,南,精装修,低层/共7层,138,175,3,228,4,0,2,485,2,745,3,0
宜昌,西陵,3000,98㎡,2室2厅1卫,南北,精装修,中层/共24层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1200,67㎡,2室1厅1卫,南北,简单装修,中层/共6层,152,433,3,435,4,0,2,247,9,473,12,6
宜昌,西陵,2300,85㎡,2室2厅1卫,南,精装修,中层/共32层,170,610,3,239,6,0,2,609,3,749,4,0
宜昌,西陵,2000,40㎡,1室1厅1卫,南北,精装修,中层/共24层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3000,89㎡,2室2厅1卫,南,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2999,95㎡,2室2厅1卫,南,精装修,高层/共35层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,2599,105㎡,2室2厅1卫,南,精装修,中层/共30层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2000,85㎡,2室2厅1卫,东,精装修,高层/共12层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,2400,80㎡,2室2厅1卫,南,简单装修,高层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,3000,90㎡,2室2厅1卫,南北,精装修,高层/共27层,347,362,3,432,1,0,2,278,2,208,6,0
宜昌,西陵,1800,110㎡,3室2厅1卫,南,精装修,高层/共7层,276,803,2,654,5,0,1,135,8,208,14,3
宜昌,西陵,800,25㎡,1室0厅1卫,南北,精装修,中层/共32层,156,1387,0,636,1,0,0,139,4,167,2,0
宜昌,西陵,3000,90㎡,2室2厅1卫,南,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,700,40㎡,1室1厅1卫,南北,精装修,低层/共7层,156,684,1,645,3,0,1,251,5,477,8,3
宜昌,西陵,3000,97㎡,3室1厅1卫,南,暂无信息,高层/共35层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,1300,20㎡,1室0厅1卫,东南,精装修,高层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1500,45㎡,1室1厅1卫,南北,简单装修,中层/共37层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,2500,102㎡,3室2厅1卫,南北,精装修,高层/共35层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,2000,88㎡,2室2厅1卫,西南,精装修,高层/共31层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,3500,106㎡,2室2厅1卫,南,精装修,高层/共18层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,2400,118㎡,3室2厅1卫,北,精装修,高层/共6层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,2400,80㎡,2室2厅1卫,南,精装修,中层/共14层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,1300,83㎡,2室2厅1卫,南,简单装修,低层/共7层,200,841,2,1100,0,0,0,1204,0,763,2,0
宜昌,西陵,1200,40㎡,2室1厅1卫,南北,精装修,中层/共18层,170,610,3,239,6,0,2,609,3,749,4,0
宜昌,西陵,1300,25㎡,1室0厅1卫,东南,精装修,中层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1600,80㎡,2室2厅1卫,南,精装修,低层/共7层,334,491,5,289,4,0,1,515,11,350,10,1
宜昌,西陵,900,25㎡,1室0厅1卫,南北,精装修,共3层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,700,35㎡,1室0厅1卫,南,精装修,中层/共8层,377,880,1,199,3,0,1,256,4,346,5,0
宜昌,西陵,1800,72㎡,2室2厅1卫,南北,精装修,中层/共8层,377,880,1,199,3,0,1,256,4,346,5,0
宜昌,西陵,1000,40㎡,1室1厅1卫,南,精装修,高层/共15层,190,0,5,86,4,1,3,120,15,295,14,5
宜昌,西陵,2700,93㎡,2室2厅1卫,南,精装修,低层/共12层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1100,20㎡,1室0厅1卫,南,精装修,共2层,349,485,2,556,4,0,0,880,1,928,0,0
宜昌,西陵,1700,44㎡,1室1厅1卫,南,简单装修,高层/共30层,310,941,0,364,2,0,0,585,5,593,4,0
宜昌,西陵,2800,106㎡,2室2厅1卫,南北,精装修,中层/共32层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2500,105㎡,2室2厅1卫,南北,精装修,中层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2200,120㎡,3室2厅2卫,东,精装修,中层/共7层,216,941,0,774,6,0,2,426,6,373,9,2
宜昌,西陵,2700,85㎡,2室1厅1卫,南,简单装修,低层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1100,30㎡,1室0厅1卫,南,精装修,共5层,349,485,2,556,4,0,0,880,1,928,0,0
宜昌,西陵,1300,70㎡,2室1厅1卫,南北,简单装修,中层/共7层,173,798,1,221,3,2,0,48,2,48,8,0
宜昌,西陵,2500,80㎡,2室1厅1卫,南北,精装修,中层/共25层,251,902,0,556,2,0,1,525,6,177,11,3
宜昌,西陵,3000,122㎡,3室2厅1卫,南,精装修,中层/共30层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,2799,110㎡,2室2厅1卫,南北,精装修,中层/共28层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,2800,90㎡,2室2厅1卫,南北,精装修,中层/共28层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,4500,128㎡,3室2厅1卫,南北,精装修,中层/共32层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,2300,91㎡,2室2厅1卫,南北,精装修,高层/共17层,48,1131,0,547,3,1,2,537,5,226,7,0
宜昌,西陵,1500,60㎡,2室1厅1卫,东,简单装修,中层/共8层,117,541,4,380,4,0,1,316,7,578,10,6
宜昌,西陵,700,45㎡,1室1厅1卫,南北,简单装修,高层/共7层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,2600,88㎡,3室2厅1卫,南北,精装修,低层/共8层,276,803,2,654,5,0,1,135,8,208,14,3
宜昌,西陵,1800,75㎡,2室1厅1卫,南,简单装修,高层/共22层,251,902,0,556,2,0,1,525,6,177,11,3
宜昌,西陵,800,30㎡,1室0厅1卫,南北,简单装修,共3层,281,855,1,893,1,1,0,235,4,235,4,1
宜昌,西陵,1800,35㎡,1室1厅1卫,南,精装修,低层/共25层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,1600,70㎡,2室2厅1卫,南,精装修,中层/共7层,104,917,0,340,4,2,2,316,3,80,5,0
宜昌,西陵,1300,90㎡,2室2厅1卫,南北,简单装修,低层/共10层,173,798,1,221,3,2,0,48,2,48,8,0
宜昌,西陵,650,35㎡,1室1厅1卫,南,精装修,高层/共6层,85,515,3,660,3,2,1,460,13,288,20,2
宜昌,西陵,1300,30㎡,1室0厅1卫,东南,精装修,中层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1200,73㎡,3室2厅1卫,南北,精装修,高层/共7层,283,278,6,600,4,0,0,824,3,1117,0,0
宜昌,西陵,2000,80㎡,2室2厅1卫,南北,精装修,高层/共12层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,2600,90㎡,2室2厅1卫,南,简单装修,中层/共25层,347,362,3,432,1,0,2,278,2,208,6,0
宜昌,西陵,2900,85㎡,2室2厅1卫,南,精装修,高层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1500,60㎡,2室2厅1卫,南,暂无信息,中层/共7层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,1600,75㎡,2室2厅1卫,南北,简单装修,中层/共7层,276,803,2,654,5,0,1,135,8,208,14,3
宜昌,西陵,1600,70㎡,2室2厅1卫,南,简单装修,高层/共19层,251,902,0,556,2,0,1,525,6,177,11,3
宜昌,西陵,1200,50㎡,1室2厅1卫,南,精装修,共4层,200,841,2,1100,0,0,0,1204,0,763,2,0
宜昌,西陵,2600,85㎡,2室2厅0卫,南,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,650,32㎡,1室1厅1卫,东,精装修,共2层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,3600,142㎡,3室2厅2卫,南,精装修,中层/共24层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1500,90㎡,2室1厅1卫,南北,简单装修,高层/共14层,149,573,3,995,0,3,0,446,7,329,5,1
宜昌,西陵,3500,110㎡,3室2厅1卫,南,精装修,中层/共32层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1888,80㎡,2室1厅1卫,南,精装修,中层/共8层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2799,110㎡,2室2厅1卫,南北,精装修,中层/共28层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,1900,43㎡,1室1厅1卫,西北,精装修,中层/共28层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1000,60㎡,2室0厅1卫,西南,精装修,中层/共7层,152,433,3,435,4,0,2,247,9,473,12,6
宜昌,西陵,2000,96㎡,2室2厅1卫,南北,精装修,高层/共30层,156,1387,0,636,1,0,0,139,4,167,2,0
宜昌,西陵,1600,60㎡,1室1厅1卫,东,精装修,中层/共32层,156,1387,0,636,1,0,0,139,4,167,2,0
宜昌,西陵,3600,130㎡,3室2厅2卫,南北,精装修,中层/共19层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,3500,145㎡,4室2厅2卫,南,精装修,中层/共18层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,2800,112㎡,3室2厅2卫,南北,精装修,中层/共30层,310,941,0,364,2,0,0,585,5,593,4,0
宜昌,西陵,1800,50㎡,1室1厅1卫,南,精装修,低层/共29层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2799,95㎡,2室2厅1卫,南北,精装修,低层/共18层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2680,100㎡,2室2厅1卫,南北,精装修,低层/共22层,120,560,2,60,5,0,0,540,3,766,5,2
宜昌,西陵,4800,121.8㎡,3室2厅1卫,南,精装修,高层/共32层,59,304,1,107,4,1,1,336,9,202,21,4
宜昌,西陵,2000,90㎡,2室2厅1卫,南,精装修,中层/共7层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,2999,90㎡,2室2厅1卫,南北,精装修,中层/共16层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,1500,75㎡,2室1厅1卫,北,简单装修,高层/共6层,40,1629,0,1204,0,0,0,628,1,903,0,0
宜昌,西陵,3000,65㎡,2室1厅1卫,东,精装修,高层/共11层,282,802,1,635,5,0,1,254,7,78,17,4
宜昌,西陵,1600,60㎡,2室1厅1卫,南北,精装修,共5层,119,578,3,369,4,0,3,458,5,381,9,2
宜昌,西陵,800,35㎡,2室1厅1卫,东,简单装修,共4层,54,1105,0,423,3,1,2,778,3,553,6,0
宜昌,西陵,3400,121㎡,3室2厅2卫,南北,精装修,中层/共26层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1900,100㎡,3室2厅1卫,西南,精装修,中层/共7层,303,754,1,665,5,0,1,317,7,186,15,4
宜昌,西陵,799,20㎡,1室0厅1卫,南,精装修,中层/共30层,120,560,2,60,5,0,0,540,3,766,5,2
宜昌,西陵,1700,50㎡,1室1厅1卫,南北,精装修,中层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1600,45㎡,1室1厅1卫,南,精装修,中层/共32层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,600,20㎡,1室0厅1卫,南北,精装修,中层/共12层,271,871,1,592,3,0,0,669,1,531,9,1
宜昌,西陵,2800,122㎡,3室2厅2卫,南,精装修,低层/共11层,271,871,1,592,3,0,0,669,1,531,9,1
宜昌,西陵,1900,59㎡,1室1厅1卫,南北,精装修,中层/共26层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1000,40㎡,1室1厅1卫,南,精装修,高层/共6层,334,491,5,289,4,0,1,515,11,350,10,1
宜昌,西陵,1000,30㎡,1室1厅1卫,南北,精装修,低层/共7层,377,880,1,199,3,0,1,256,4,346,5,0
宜昌,西陵,1488,30㎡,1室0厅1卫,东南,精装修,中层/共33层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,2100,70㎡,1室1厅1卫,南北,精装修,高层/共30层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,3000,98㎡,2室2厅1卫,南,精装修,高层/共32层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,1000,60㎡,2室2厅1卫,南,简单装修,低层/共7层,267,111,4,220,3,1,2,164,15,168,16,1
宜昌,西陵,1700,77㎡,2室1厅1卫,南,精装修,中层/共7层,243,771,2,622,5,0,1,103,8,150,14,3
宜昌,西陵,2600,98㎡,2室2厅1卫,南北,精装修,低层/共30层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,5000,187㎡,4室2厅2卫,南,豪华装修,低层/共18层,72,462,1,295,5,0,1,366,8,360,19,4
宜昌,西陵,1000,72㎡,2室2厅1卫,南北,简单装修,中层/共8层,309,430,3,172,3,0,2,263,2,406,4,0
宜昌,西陵,1500,50㎡,1室1厅1卫,南北,精装修,高层/共32层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,500,15㎡,1室0厅1卫,南,简单装修,中层/共30层,360,593,3,627,4,0,2,348,3,491,7,0
宜昌,西陵,1600,70㎡,2室2厅1卫,南,精装修,低层/共32层,205,672,1,491,3,0,1,603,5,465,12,2
宜昌,西陵,1000,65㎡,2室1厅1卫,南,精装修,中层/共8层,66,516,1,399,4,0,1,276,9,201,19,4
宜昌,西陵,2500,90㎡,2室1厅1卫,南北,简单装修,中层/共27层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,400,15㎡,1室0厅1卫,东,精装修,共3层,104,917,0,340,4,2,2,316,3,80,5,0
宜昌,西陵,2500,90㎡,2室2厅1卫,南北,精装修,中层/共30层,360,593,3,627,4,0,2,348,3,491,7,0
宜昌,西陵,700,50㎡,1室1厅1卫,南,暂无信息,高层/共8层,306,209,4,354,3,1,2,129,14,146,15,0
宜昌,西陵,1150,65㎡,2室2厅1卫,南,精装修,高层/共6层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,900,50㎡,2室2厅1卫,南北,精装修,低层/共7层,370,1016,0,437,1,2,1,862,1,735,5,0
宜昌,西陵,2599,100㎡,2室2厅1卫,南北,精装修,高层/共31层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,3200,163㎡,3室2厅2卫,南北,精装修,高层/共22层,65,240,4,380,2,0,5,342,17,27,14,3
宜昌,西陵,3500,118㎡,3室2厅2卫,南北,精装修,中层/共19层,114,642,2,603,3,0,1,209,6,435,10,3
宜昌,西陵,1380,91㎡,3室2厅1卫,东,精装修,中层/共8层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,1200,25㎡,1室0厅1卫,南北,精装修,中层/共11层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,1300,88㎡,3室2厅1卫,南,精装修,低层/共7层,14,543,3,335,4,0,2,450,3,593,5,0
宜昌,西陵,1800,80㎡,2室1厅1卫,南,精装修,中层/共8层,85,563,3,319,4,0,2,255,9,502,9,5
宜昌,西陵,1100,35㎡,1室1厅1卫,南北,简单装修,中层/共7层,124,678,3,81,2,0,0,645,1,497,4,0
宜昌,西陵,1500,45㎡,1室1厅1卫,南,精装修,高层/共28层,17,258,5,309,4,0,4,289,14,226,24,6
宜昌,西陵,950,50㎡,2室1厅1卫,南,简单装修,高层/共6层,60,588,2,549,3,0,1,155,7,381,12,3
宜昌,西陵,1350,35㎡,1室1厅1卫,东南,精装修,高层/共31层,298,1343,0,1034,0,0,1,473,3,217,4,1
宜昌,西陵,4200,122㎡,2室1厅1卫,南,精装修,中层/共28层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,900,70㎡,2室2厅1卫,南,简单装修,高层/共7层,420,190,2,579,2,0,0,680,5,376,10,0
宜昌,西陵,3000,105㎡,2室2厅1卫,南北,精装修,高层/共23层,410,815,2,427,3,0,1,238,9,134,17,3
宜昌,西陵,1400,76㎡,2室2厅1卫,南,简单装修,低层/共8层,85,515,3,660,3,2,1,460,13,288,20,2
宜昌,西陵,3300,113㎡,3室2厅1卫,南北,精装修,中层/共28层,24,344,3,353,2,0,5,335,17,85,14,3
宜昌,西陵,1700,30㎡,1室1厅1卫,南北,精装修,高层/共25层,254,815,1,507,1,0,0,464,3,316,3,1
宜昌,西陵,4500,150㎡,4室2厅2卫,东南,精装修,中层/共19层,59,304,1,107,4,1,1,336,9,202,21,4
宜昌,西陵,1200,35㎡,1室1厅1卫,东南,精装修,高层/共32层,122,300,6,475,4,0,4,67,12,117,10,3
宜昌,西陵,1800,70㎡,2室1厅1卫,南,精装修,高层/共6层,85,515,3,660,3,2,1,460,13,288,20,2
宜昌,西陵,5500,250㎡,6室3厅3卫,南,精装修,高层/共24层,243,577,4,188,3,0,1,0,12,39,19,7
宜昌,西陵,3550,148㎡,3室2厅2卫,南北,精装修,中层/共28层,104,597,2,599,5,0,1,169,8,311,14,3
宜昌,西陵,2000,47㎡,1室1厅1卫,东,精装修,低层/共28层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,1500,60㎡,2室1厅1卫,南,精装修,高层/共8层,306,209,4,354,3,1,2,129,14,146,15,0
宜昌,西陵,3000,102㎡,3室2厅1卫,南北,简单装修,高层/共37层,105,438,1,264,5,1,1,413,9,333,20,4
宜昌,西陵,1700,50㎡,1室1厅1卫,北,精装修,中层/共29层,226,537,3,288,3,0,2,100,11,57,19,7
宜昌,西陵,2500,88㎡,3室2厅1卫,南北,精装修,低层/共8层,276,803,2,654,5,0,1,135,8,208,14,3
宜昌,西陵,1300,30㎡,1室0厅1卫,南北,精装修,中层/共25层,211,545,3,474,3,0,1,377,7,603,10,6
宜昌,西陵,1600,89㎡,2室2厅1卫,南北,精装修,中层/共6层,309,430,3,172,3,0,2,263,2,406,4,0
宜昌,西陵,1700,49㎡,1室1厅1卫,南北,精装修,高层/共30层,310,941,0,364,2,0,0,585,5,593,4,0
